,Cancer Sites,Age Group Code,Sex,Race,Year,Count,Population,Rate
319,All Cancer Sites Combined,65-69,Male,Asian or Pacific Islander,2004.0,909.0,64747.0,1403.9
320,All Cancer Sites Combined,65-69,Male,Asian or Pacific Islander,2005.0,899.0,68245.0,1317.3
321,All Cancer Sites Combined,65-69,Male,Asian or Pacific Islander,2006.0,901.0,71143.0,1266.5
322,All Cancer Sites Combined,65-69,Male,Asian or Pacific Islander,2007.0,1033.0,74339.0,1389.6
323,All Cancer Sites Combined,65-69,Male,Asian or Pacific Islander,2008.0,1021.0,77497.0,1317.5
324,All Cancer Sites Combined,65-69,Male,Asian or Pacific Islander,2009.0,988.0,81358.0,1214.4
325,All Cancer Sites Combined,65-69,Male,Asian or Pacific Islander,2010.0,1079.0,85188.0,1266.6
326,All Cancer Sites Combined,65-69,Male,Asian or Pacific Islander,2011.0,1089.0,89731.0,1213.6
327,All Cancer Sites Combined,70-74,Female,Asian or Pacific Islander,1999.0,602.0,57699.0,1043.3
328,All Cancer Sites Combined,70-74,Female,Asian or Pacific Islander,2000.0,564.0,60402.0,933.7
329,All Cancer Sites Combined,70-74,Female,Asian or Pacific Islander,2001.0,676.0,62472.0,1082.1
330,All Cancer Sites Combined,70-74,Female,Asian or Pacific Islander,2002.0,670.0,64206.0,1043.5
331,All Cancer Sites Combined,70-74,Female,Asian or Pacific Islander,2003.0,685.0,66530.0,1029.6
332,All Cancer Sites Combined,70-74,Female,Asian or Pacific Islander,2004.0,703.0,68574.0,1025.2
333,All Cancer Sites Combined,70-74,Female,Asian or Pacific Islander,2005.0,728.0,70516.0,1032.4
334,All Cancer Sites Combined,70-74,Female,Asian or Pacific Islander,2006.0,764.0,72648.0,1051.6
335,All Cancer Sites Combined,70-74,Female,Asian or Pacific Islander,2007.0,768.0,75476.0,1017.5
336,All Cancer Sites Combined,70-74,Female,Asian or Pacific Islander,2008.0,829.0,78028.0,1062.4
337,All Cancer Sites Combined,70-74,Female,Asian or Pacific Islander,2009.0,826.0,80139.0,1030.7
338,All Cancer Sites Combined,70-74,Female,Asian or Pacific Islander,2010.0,843.0,83749.0,1006.6
339,All Cancer Sites Combined,70-74,Female,Asian or Pacific Islander,2011.0,812.0,87230.0,930.9
340,All Cancer Sites Combined,70-74,Male,Asian or Pacific Islander,1999.0,875.0,42550.0,2056.4
341,All Cancer Sites Combined,70-74,Male,Asian or Pacific Islander,2000.0,880.0,44474.0,1978.7
342,All Cancer Sites Combined,70-74,Male,Asian or Pacific Islander,2001.0,858.0,45921.0,1868.4
343,All Cancer Sites Combined,70-74,Male,Asian or Pacific Islander,2002.0,892.0,47172.0,1891.0
344,All Cancer Sites Combined,70-74,Male,Asian or Pacific Islander,2003.0,868.0,48911.0,1774.7
345,All Cancer Sites Combined,70-74,Male,Asian or Pacific Islander,2004.0,931.0,50586.0,1840.4
346,All Cancer Sites Combined,70-74,Male,Asian or Pacific Islander,2005.0,889.0,52632.0,1689.1
347,All Cancer Sites Combined,70-74,Male,Asian or Pacific Islander,2006.0,1025.0,54808.0,1870.2
348,All Cancer Sites Combined,70-74,Male,Asian or Pacific Islander,2007.0,1072.0,57475.0,1865.2
349,All Cancer Sites Combined,70-74,Male,Asian or Pacific Islander,2008.0,936.0,59974.0,1560.7
350,All Cancer Sites Combined,70-74,Male,Asian or Pacific Islander,2009.0,1037.0,62965.0,1646.9
351,All Cancer Sites Combined,70-74,Male,Asian or Pacific Islander,2010.0,968.0,66484.0,1456.0
352,All Cancer Sites Combined,70-74,Male,Asian or Pacific Islander,2011.0,1043.0,69414.0,1502.6
353,All Cancer Sites Combined,75-79,Female,Asian or Pacific Islander,1999.0,484.0,40791.0,1186.5
354,All Cancer Sites Combined,75-79,Female,Asian or Pacific Islander,2000.0,499.0,43636.0,1143.6
355,All Cancer Sites Combined,75-79,Female,Asian or Pacific Islander,2001.0,576.0,46841.0,1229.7
356,All Cancer Sites Combined,75-79,Female,Asian or Pacific Islander,2002.0,590.0,49539.0,1191.0
357,All Cancer Sites Combined,75-79,Female,Asian or Pacific Islander,2003.0,591.0,52009.0,1136.3
358,All Cancer Sites Combined,75-79,Female,Asian or Pacific Islander,2004.0,603.0,54330.0,1109.9
359,All Cancer Sites Combined,75-79,Female,Asian or Pacific Islander,2005.0,687.0,56853.0,1208.4
360,All Cancer Sites Combined,75-79,Female,Asian or Pacific Islander,2006.0,691.0,58467.0,1181.9
361,All Cancer Sites Combined,75-79,Female,Asian or Pacific Islander,2007.0,768.0,60035.0,1279.3
362,All Cancer Sites Combined,75-79,Female,Asian or Pacific Islander,2008.0,747.0,62251.0,1200.0
363,All Cancer Sites Combined,75-79,Female,Asian or Pacific Islander,2009.0,727.0,64140.0,1133.5
364,All Cancer Sites Combined,75-79,Female,Asian or Pacific Islander,2010.0,807.0,65918.0,1224.2
365,All Cancer Sites Combined,75-79,Female,Asian or Pacific Islander,2011.0,782.0,68219.0,1146.3
366,All Cancer Sites Combined,75-79,Male,Asian or Pacific Islander,1999.0,711.0,31823.0,2234.2
367,All Cancer Sites Combined,75-79,Male,Asian or Pacific Islander,2000.0,766.0,33338.0,2297.7
368,All Cancer Sites Combined,75-79,Male,Asian or Pacific Islander,2001.0,790.0,34940.0,2261.0
369,All Cancer Sites Combined,75-79,Male,Asian or Pacific Islander,2002.0,867.0,36367.0,2384.0
370,All Cancer Sites Combined,75-79,Male,Asian or Pacific Islander,2003.0,873.0,37642.0,2319.2
371,All Cancer Sites Combined,75-79,Male,Asian or Pacific Islander,2004.0,862.0,38685.0,2228.3
372,All Cancer Sites Combined,75-79,Male,Asian or Pacific Islander,2005.0,855.0,40127.0,2130.7
373,All Cancer Sites Combined,75-79,Male,Asian or Pacific Islander,2006.0,868.0,41331.0,2100.1
374,All Cancer Sites Combined,75-79,Male,Asian or Pacific Islander,2007.0,855.0,42437.0,2014.8
375,All Cancer Sites Combined,75-79,Male,Asian or Pacific Islander,2008.0,872.0,44081.0,1978.2
376,All Cancer Sites Combined,75-79,Male,Asian or Pacific Islander,2009.0,899.0,45809.0,1962.5
377,All Cancer Sites Combined,75-79,Male,Asian or Pacific Islander,2010.0,914.0,47914.0,1907.6
378,All Cancer Sites Combined,75-79,Male,Asian or Pacific Islander,2011.0,893.0,50128.0,1781.4
379,All Cancer Sites Combined,80-84,Female,Asian or Pacific Islander,1999.0,318.0,23335.0,1362.8
380,All Cancer Sites Combined,80-84,Female,Asian or Pacific Islander,2000.0,373.0,25441.0,1466.1
381,All Cancer Sites Combined,80-84,Female,Asian or Pacific Islander,2001.0,423.0,27727.0,1525.6
382,All Cancer Sites Combined,80-84,Female,Asian or Pacific Islander,2002.0,418.0,30200.0,1384.1
383,All Cancer Sites Combined,80-84,Female,Asian or Pacific Islander,2003.0,454.0,32912.0,1379.4
384,All Cancer Sites Combined,80-84,Female,Asian or Pacific Islander,2004.0,516.0,35450.0,1455.6
385,All Cancer Sites Combined,80-84,Female,Asian or Pacific Islander,2005.0,520.0,37827.0,1374.7
386,All Cancer Sites Combined,80-84,Female,Asian or Pacific Islander,2006.0,571.0,40320.0,1416.2
387,All Cancer Sites Combined,80-84,Female,Asian or Pacific Islander,2007.0,582.0,42517.0,1368.9
388,All Cancer Sites Combined,80-84,Female,Asian or Pacific Islander,2008.0,646.0,44545.0,1450.2
389,All Cancer Sites Combined,80-84,Female,Asian or Pacific Islander,2009.0,653.0,46433.0,1406.3
390,All Cancer Sites Combined,80-84,Female,Asian or Pacific Islander,2010.0,616.0,48802.0,1262.2
391,All Cancer Sites Combined,80-84,Female,Asian or Pacific Islander,2011.0,665.0,50957.0,1305.0
392,All Cancer Sites Combined,80-84,Male,Asian or Pacific Islander,1999.0,409.0,16987.0,2407.7
393,All Cancer Sites Combined,80-84,Male,Asian or Pacific Islander,2000.0,454.0,18229.0,2490.5
394,All Cancer Sites Combined,80-84,Male,Asian or Pacific Islander,2001.0,489.0,19806.0,2468.9
395,All Cancer Sites Combined,80-84,Male,Asian or Pacific Islander,2002.0,534.0,21616.0,2470.4
396,All Cancer Sites Combined,80-84,Male,Asian or Pacific Islander,2003.0,586.0,23566.0,2486.6
397,All Cancer Sites Combined,80-84,Male,Asian or Pacific Islander,2004.0,576.0,25318.0,2275.1
398,All Cancer Sites Combined,80-84,Male,Asian or Pacific Islander,2005.0,646.0,26712.0,2418.4
399,All Cancer Sites Combined,80-84,Male,Asian or Pacific Islander,2006.0,581.0,27780.0,2091.4
400,All Cancer Sites Combined,80-84,Male,Asian or Pacific Islander,2007.0,683.0,28828.0,2369.2
401,All Cancer Sites Combined,80-84,Male,Asian or Pacific Islander,2008.0,645.0,29854.0,2160.5
402,All Cancer Sites Combined,80-84,Male,Asian or Pacific Islander,2009.0,670.0,30698.0,2182.6
403,All Cancer Sites Combined,80-84,Male,Asian or Pacific Islander,2010.0,709.0,32267.0,2197.3
404,All Cancer Sites Combined,80-84,Male,Asian or Pacific Islander,2011.0,691.0,33878.0,2039.7
405,All Cancer Sites Combined,85+,Female,Asian or Pacific Islander,1999.0,241.0,16649.0,1447.5
406,All Cancer Sites Combined,85+,Female,Asian or Pacific Islander,2000.0,280.0,18432.0,1519.1
407,All Cancer Sites Combined,85+,Female,Asian or Pacific Islander,2001.0,297.0,20209.0,1469.6
408,All Cancer Sites Combined,85+,Female,Asian or Pacific Islander,2002.0,316.0,22028.0,1434.5
409,All Cancer Sites Combined,85+,Female,Asian or Pacific Islander,2003.0,354.0,23959.0,1477.5
410,All Cancer Sites Combined,85+,Female,Asian or Pacific Islander,2004.0,381.0,25972.0,1467.0
411,All Cancer Sites Combined,85+,Female,Asian or Pacific Islander,2005.0,456.0,28718.0,1587.9
412,All Cancer Sites Combined,85+,Female,Asian or Pacific Islander,2006.0,451.0,31122.0,1449.1
413,All Cancer Sites Combined,85+,Female,Asian or Pacific Islander,2007.0,511.0,33931.0,1506.0
414,All Cancer Sites Combined,85+,Female,Asian or Pacific Islander,2008.0,587.0,36899.0,1590.8
415,All Cancer Sites Combined,85+,Female,Asian or Pacific Islander,2009.0,576.0,40044.0,1438.4
416,All Cancer Sites Combined,85+,Female,Asian or Pacific Islander,2010.0,598.0,43522.0,1374.0
417,All Cancer Sites Combined,85+,Female,Asian or Pacific Islander,2011.0,624.0,47467.0,1314.6
418,All Cancer Sites Combined,85+,Male,Asian or Pacific Islander,1999.0,306.0,11320.0,2703.2
419,All Cancer Sites Combined,85+,Male,Asian or Pacific Islander,2000.0,316.0,12154.0,2600.0
420,All Cancer Sites Combined,85+,Male,Asian or Pacific Islander,2001.0,342.0,12804.0,2671.0
421,All Cancer Sites Combined,85+,Male,Asian or Pacific Islander,2002.0,330.0,13760.0,2398.3
422,All Cancer Sites Combined,85+,Male,Asian or Pacific Islander,2003.0,369.0,14698.0,2510.5
423,All Cancer Sites Combined,85+,Male,Asian or Pacific Islander,2004.0,396.0,15795.0,2507.1
424,All Cancer Sites Combined,85+,Male,Asian or Pacific Islander,2005.0,422.0,17402.0,2425.0
425,All Cancer Sites Combined,85+,Male,Asian or Pacific Islander,2006.0,465.0,18666.0,2491.2
426,All Cancer Sites Combined,85+,Male,Asian or Pacific Islander,2007.0,461.0,20377.0,2262.4
427,All Cancer Sites Combined,85+,Male,Asian or Pacific Islander,2008.0,491.0,22185.0,2213.2
428,All Cancer Sites Combined,85+,Male,Asian or Pacific Islander,2009.0,552.0,23959.0,2303.9
429,All Cancer Sites Combined,85+,Male,Asian or Pacific Islander,2010.0,601.0,25858.0,2324.2
430,All Cancer Sites Combined,85+,Male,Asian or Pacific Islander,2011.0,557.0,27982.0,1990.6
431,Oral Cavity and Pharynx,35-39,Female,Asian or Pacific Islander,2006.0,16.0,217971.0,7.3
432,Oral Cavity and Pharynx,35-39,Male,Asian or Pacific Islander,2009.0,18.0,207936.0,8.7
433,Oral Cavity and Pharynx,40-44,Male,Asian or Pacific Islander,1999.0,17.0,157555.0,10.8
434,Oral Cavity and Pharynx,40-44,Male,Asian or Pacific Islander,2001.0,18.0,165905.0,10.8
435,Oral Cavity and Pharynx,40-44,Male,Asian or Pacific Islander,2002.0,16.0,170306.0,9.4
436,Oral Cavity and Pharynx,40-44,Male,Asian or Pacific Islander,2003.0,23.0,175205.0,13.1
437,Oral Cavity and Pharynx,40-44,Male,Asian or Pacific Islander,2006.0,21.0,184820.0,11.4
438,Oral Cavity and Pharynx,40-44,Male,Asian or Pacific Islander,2007.0,21.0,185902.0,11.3
439,Oral Cavity and Pharynx,40-44,Male,Asian or Pacific Islander,2008.0,17.0,187346.0,9.1
440,Oral Cavity and Pharynx,40-44,Male,Asian or Pacific Islander,2011.0,16.0,202150.0,7.9
441,Oral Cavity and Pharynx,45-49,Female,Asian or Pacific Islander,2004.0,16.0,191705.0,8.3
442,Oral Cavity and Pharynx,45-49,Female,Asian or Pacific Islander,2010.0,16.0,219501.0,7.3
443,Oral Cavity and Pharynx,45-49,Male,Asian or Pacific Islander,1999.0,17.0,138004.0,12.3
444,Oral Cavity and Pharynx,45-49,Male,Asian or Pacific Islander,2000.0,19.0,143633.0,13.2
445,Oral Cavity and Pharynx,45-49,Male,Asian or Pacific Islander,2001.0,16.0,150398.0,10.6
446,Oral Cavity and Pharynx,45-49,Male,Asian or Pacific Islander,2002.0,29.0,156347.0,18.5
447,Oral Cavity and Pharynx,45-49,Male,Asian or Pacific Islander,2003.0,30.0,162194.0,18.5
448,Oral Cavity and Pharynx,45-49,Male,Asian or Pacific Islander,2004.0,26.0,166764.0,15.6
449,Oral Cavity and Pharynx,45-49,Male,Asian or Pacific Islander,2005.0,21.0,171881.0,12.2
450,Oral Cavity and Pharynx,45-49,Male,Asian or Pacific Islander,2006.0,31.0,175288.0,17.7
451,Oral Cavity and Pharynx,45-49,Male,Asian or Pacific Islander,2007.0,24.0,179426.0,13.4
452,Oral Cavity and Pharynx,45-49,Male,Asian or Pacific Islander,2008.0,27.0,184221.0,14.7
453,Oral Cavity and Pharynx,45-49,Male,Asian or Pacific Islander,2009.0,25.0,188923.0,13.2
454,Oral Cavity and Pharynx,45-49,Male,Asian or Pacific Islander,2010.0,25.0,191315.0,13.1
455,Oral Cavity and Pharynx,45-49,Male,Asian or Pacific Islander,2011.0,35.0,193721.0,18.1
456,Oral Cavity and Pharynx,50-54,Female,Asian or Pacific Islander,2000.0,17.0,137409.0,12.4
457,Oral Cavity and Pharynx,50-54,Female,Asian or Pacific Islander,2006.0,16.0,185718.0,8.6
458,Oral Cavity and Pharynx,50-54,Female,Asian or Pacific Islander,2007.0,19.0,192672.0,9.9
459,Oral Cavity and Pharynx,50-54,Female,Asian or Pacific Islander,2008.0,21.0,199102.0,10.5
460,Oral Cavity and Pharynx,50-54,Female,Asian or Pacific Islander,2010.0,18.0,209842.0,8.6
461,Oral Cavity and Pharynx,50-54,Male,Asian or Pacific Islander,1999.0,24.0,110628.0,21.7
462,Oral Cavity and Pharynx,50-54,Male,Asian or Pacific Islander,2000.0,28.0,119344.0,23.5
463,Oral Cavity and Pharynx,50-54,Male,Asian or Pacific Islander,2001.0,20.0,128279.0,15.6
464,Oral Cavity and Pharynx,50-54,Male,Asian or Pacific Islander,2002.0,27.0,134699.0,20.0
465,Oral Cavity and Pharynx,50-54,Male,Asian or Pacific Islander,2003.0,36.0,140759.0,25.6
466,Oral Cavity and Pharynx,50-54,Male,Asian or Pacific Islander,2004.0,27.0,146350.0,18.4
467,Oral Cavity and Pharynx,50-54,Male,Asian or Pacific Islander,2005.0,30.0,151481.0,19.8
468,Oral Cavity and Pharynx,50-54,Male,Asian or Pacific Islander,2006.0,21.0,157754.0,13.3
469,Oral Cavity and Pharynx,50-54,Male,Asian or Pacific Islander,2007.0,27.0,163279.0,16.5
470,Oral Cavity and Pharynx,50-54,Male,Asian or Pacific Islander,2008.0,33.0,169206.0,19.5
471,Oral Cavity and Pharynx,50-54,Male,Asian or Pacific Islander,2009.0,19.0,173659.0,10.9
472,Oral Cavity and Pharynx,50-54,Male,Asian or Pacific Islander,2010.0,31.0,178993.0,17.3
473,Oral Cavity and Pharynx,50-54,Male,Asian or Pacific Islander,2011.0,31.0,181703.0,17.1
474,Oral Cavity and Pharynx,55-59,Female,Asian or Pacific Islander,2006.0,23.0,156881.0,14.7
475,Oral Cavity and Pharynx,55-59,Female,Asian or Pacific Islander,2008.0,19.0,172317.0,11.0
476,Oral Cavity and Pharynx,55-59,Female,Asian or Pacific Islander,2010.0,25.0,185549.0,13.5
477,Oral Cavity and Pharynx,55-59,Male,Asian or Pacific Islander,1999.0,17.0,77120.0,22.0
478,Oral Cavity and Pharynx,55-59,Male,Asian or Pacific Islander,2000.0,19.0,81663.0,23.3
479,Oral Cavity and Pharynx,55-59,Male,Asian or Pacific Islander,2002.0,24.0,94122.0,25.5
480,Oral Cavity and Pharynx,55-59,Male,Asian or Pacific Islander,2003.0,28.0,103324.0,27.1
481,Oral Cavity and Pharynx,55-59,Male,Asian or Pacific Islander,2004.0,28.0,112464.0,24.9
482,Oral Cavity and Pharynx,55-59,Male,Asian or Pacific Islander,2005.0,28.0,123149.0,22.7
483,Oral Cavity and Pharynx,55-59,Male,Asian or Pacific Islander,2006.0,35.0,131515.0,26.6
484,Oral Cavity and Pharynx,55-59,Male,Asian or Pacific Islander,2007.0,23.0,137545.0,16.7
485,Oral Cavity and Pharynx,55-59,Male,Asian or Pacific Islander,2008.0,34.0,143185.0,23.7
486,Oral Cavity and Pharynx,55-59,Male,Asian or Pacific Islander,2009.0,39.0,148550.0,26.3
487,Oral Cavity and Pharynx,55-59,Male,Asian or Pacific Islander,2010.0,37.0,153605.0,24.1
488,Oral Cavity and Pharynx,55-59,Male,Asian or Pacific Islander,2011.0,36.0,160159.0,22.5
489,Oral Cavity and Pharynx,60-64,Female,Asian or Pacific Islander,2008.0,19.0,126776.0,15.0
490,Oral Cavity and Pharynx,60-64,Male,Asian or Pacific Islander,1999.0,22.0,62817.0,35.0
491,Oral Cavity and Pharynx,60-64,Male,Asian or Pacific Islander,2000.0,24.0,66246.0,36.2
492,Oral Cavity and Pharynx,60-64,Male,Asian or Pacific Islander,2001.0,18.0,69757.0,25.8
493,Oral Cavity and Pharynx,60-64,Male,Asian or Pacific Islander,2002.0,27.0,73361.0,36.8
494,Oral Cavity and Pharynx,60-64,Male,Asian or Pacific Islander,2003.0,16.0,76497.0,20.9
495,Oral Cavity and Pharynx,60-64,Male,Asian or Pacific Islander,2004.0,28.0,80261.0,34.9
496,Oral Cavity and Pharynx,60-64,Male,Asian or Pacific Islander,2005.0,22.0,84109.0,26.2
497,Oral Cavity and Pharynx,60-64,Male,Asian or Pacific Islander,2006.0,22.0,88707.0,24.8
498,Oral Cavity and Pharynx,60-64,Male,Asian or Pacific Islander,2007.0,24.0,96051.0,25.0
499,Oral Cavity and Pharynx,60-64,Male,Asian or Pacific Islander,2008.0,25.0,105192.0,23.8
500,Oral Cavity and Pharynx,60-64,Male,Asian or Pacific Islander,2009.0,36.0,114319.0,31.5
501,Oral Cavity and Pharynx,60-64,Male,Asian or Pacific Islander,2010.0,42.0,124922.0,33.6
502,Oral Cavity and Pharynx,60-64,Male,Asian or Pacific Islander,2011.0,30.0,132681.0,22.6
503,Oral Cavity and Pharynx,65-69,Female,Asian or Pacific Islander,2002.0,16.0,75196.0,21.3
504,Oral Cavity and Pharynx,65-69,Female,Asian or Pacific Islander,2004.0,16.0,79750.0,20.1
505,Oral Cavity and Pharynx,65-69,Female,Asian or Pacific Islander,2007.0,16.0,89990.0,17.8
506,Oral Cavity and Pharynx,65-69,Male,Asian or Pacific Islander,1999.0,22.0,51877.0,42.4
507,Oral Cavity and Pharynx,65-69,Male,Asian or Pacific Islander,2000.0,20.0,53510.0,37.4
508,Oral Cavity and Pharynx,65-69,Male,Asian or Pacific Islander,2001.0,21.0,56109.0,37.4
509,Oral Cavity and Pharynx,65-69,Male,Asian or Pacific Islander,2002.0,23.0,58999.0,39.0
510,Oral Cavity and Pharynx,65-69,Male,Asian or Pacific Islander,2004.0,20.0,64747.0,30.9
511,Oral Cavity and Pharynx,65-69,Male,Asian or Pacific Islander,2005.0,26.0,68245.0,38.1
512,Oral Cavity and Pharynx,65-69,Male,Asian or Pacific Islander,2006.0,27.0,71143.0,38.0
513,Oral Cavity and Pharynx,65-69,Male,Asian or Pacific Islander,2007.0,17.0,74339.0,22.9
514,Oral Cavity and Pharynx,65-69,Male,Asian or Pacific Islander,2008.0,29.0,77497.0,37.4
515,Oral Cavity and Pharynx,65-69,Male,Asian or Pacific Islander,2009.0,23.0,81358.0,28.3
516,Oral Cavity and Pharynx,65-69,Male,Asian or Pacific Islander,2010.0,25.0,85188.0,29.3
517,Oral Cavity and Pharynx,65-69,Male,Asian or Pacific Islander,2011.0,27.0,89731.0,30.1
518,Oral Cavity and Pharynx,70-74,Female,Asian or Pacific Islander,2009.0,16.0,80139.0,20.0
519,Oral Cavity and Pharynx,70-74,Female,Asian or Pacific Islander,2010.0,17.0,83749.0,20.3
520,Oral Cavity and Pharynx,70-74,Male,Asian or Pacific Islander,1999.0,17.0,42550.0,40.0
521,Oral Cavity and Pharynx,70-74,Male,Asian or Pacific Islander,2008.0,16.0,59974.0,26.7
522,Oral Cavity and Pharynx,70-74,Male,Asian or Pacific Islander,2009.0,22.0,62965.0,34.9
523,Oral Cavity and Pharynx,70-74,Male,Asian or Pacific Islander,2010.0,29.0,66484.0,43.6
524,Oral Cavity and Pharynx,70-74,Male,Asian or Pacific Islander,2011.0,20.0,69414.0,28.8
525,Oral Cavity and Pharynx,75-79,Male,Asian or Pacific Islander,2002.0,21.0,36367.0,57.7
526,Oral Cavity and Pharynx,75-79,Male,Asian or Pacific Islander,2005.0,16.0,40127.0,39.9
527,Oral Cavity and Pharynx,75-79,Male,Asian or Pacific Islander,2006.0,19.0,41331.0,46.0
528,Oral Cavity and Pharynx,75-79,Male,Asian or Pacific Islander,2008.0,21.0,44081.0,47.6
529,Oral Cavity and Pharynx,75-79,Male,Asian or Pacific Islander,2010.0,22.0,47914.0,45.9
530,Oral Cavity and Pharynx,75-79,Male,Asian or Pacific Islander,2011.0,16.0,50128.0,31.9
531,Oral Cavity and Pharynx,80-84,Female,Asian or Pacific Islander,2004.0,18.0,35450.0,50.8
532,Nasopharynx,45-49,Male,Asian or Pacific Islander,2002.0,16.0,156347.0,10.2
533,Nasopharynx,45-49,Male,Asian or Pacific Islander,2003.0,20.0,162194.0,12.3
534,Nasopharynx,45-49,Male,Asian or Pacific Islander,2004.0,16.0,166764.0,9.6
535,Nasopharynx,45-49,Male,Asian or Pacific Islander,2006.0,16.0,175288.0,9.1
536,Nasopharynx,45-49,Male,Asian or Pacific Islander,2008.0,16.0,184221.0,8.7
537,Nasopharynx,45-49,Male,Asian or Pacific Islander,2010.0,20.0,191315.0,10.5
538,Nasopharynx,45-49,Male,Asian or Pacific Islander,2011.0,17.0,193721.0,8.8
539,Nasopharynx,50-54,Male,Asian or Pacific Islander,2003.0,23.0,140759.0,16.3
540,Nasopharynx,50-54,Male,Asian or Pacific Islander,2004.0,16.0,146350.0,10.9
541,Nasopharynx,50-54,Male,Asian or Pacific Islander,2007.0,16.0,163279.0,9.8
542,Nasopharynx,50-54,Male,Asian or Pacific Islander,2010.0,20.0,178993.0,11.2
543,Nasopharynx,55-59,Male,Asian or Pacific Islander,2003.0,16.0,103324.0,15.5
544,Nasopharynx,55-59,Male,Asian or Pacific Islander,2006.0,16.0,131515.0,12.2
545,Nasopharynx,55-59,Male,Asian or Pacific Islander,2010.0,18.0,153605.0,11.7
546,Nasopharynx,55-59,Male,Asian or Pacific Islander,2011.0,16.0,160159.0,10.0
547,Nasopharynx,60-64,Male,Asian or Pacific Islander,2010.0,21.0,124922.0,16.8
548,Digestive System,30-34,Female,Asian or Pacific Islander,2007.0,21.0,213586.0,9.8
549,Digestive System,30-34,Female,Asian or Pacific Islander,2011.0,21.0,230943.0,9.1
550,Digestive System,30-34,Male,Asian or Pacific Islander,2002.0,22.0,185842.0,11.8
551,Digestive System,30-34,Male,Asian or Pacific Islander,2005.0,18.0,192767.0,9.3
552,Digestive System,30-34,Male,Asian or Pacific Islander,2009.0,17.0,195571.0,8.7
553,Digestive System,30-34,Male,Asian or Pacific Islander,2011.0,16.0,203965.0,7.8
554,Digestive System,35-39,Female,Asian or Pacific Islander,1999.0,16.0,183529.0,8.7
555,Digestive System,35-39,Female,Asian or Pacific Islander,2000.0,21.0,186353.0,11.3
556,Digestive System,35-39,Female,Asian or Pacific Islander,2001.0,19.0,190704.0,10.0
557,Digestive System,35-39,Female,Asian or Pacific Islander,2002.0,30.0,194473.0,15.4
558,Digestive System,35-39,Female,Asian or Pacific Islander,2003.0,28.0,198238.0,14.1
559,Digestive System,35-39,Female,Asian or Pacific Islander,2004.0,32.0,202622.0,15.8
560,Digestive System,35-39,Female,Asian or Pacific Islander,2005.0,24.0,209819.0,11.4
561,Digestive System,35-39,Female,Asian or Pacific Islander,2006.0,28.0,217971.0,12.8
562,Digestive System,35-39,Female,Asian or Pacific Islander,2007.0,26.0,226218.0,11.5
563,Digestive System,35-39,Female,Asian or Pacific Islander,2008.0,28.0,232389.0,12.0
564,Digestive System,35-39,Female,Asian or Pacific Islander,2009.0,28.0,236630.0,11.8
565,Digestive System,35-39,Female,Asian or Pacific Islander,2010.0,33.0,239322.0,13.8
566,Digestive System,35-39,Female,Asian or Pacific Islander,2011.0,28.0,238956.0,11.7
567,Digestive System,35-39,Male,Asian or Pacific Islander,1999.0,19.0,168175.0,11.3
568,Digestive System,35-39,Male,Asian or Pacific Islander,2000.0,33.0,170728.0,19.3
569,Digestive System,35-39,Male,Asian or Pacific Islander,2001.0,31.0,175177.0,17.7
570,Digestive System,35-39,Male,Asian or Pacific Islander,2002.0,36.0,176861.0,20.4
571,Digestive System,35-39,Male,Asian or Pacific Islander,2003.0,41.0,178183.0,23.0
572,Digestive System,35-39,Male,Asian or Pacific Islander,2004.0,42.0,180980.0,23.2
573,Digestive System,35-39,Male,Asian or Pacific Islander,2005.0,29.0,185921.0,15.6
574,Digestive System,35-39,Male,Asian or Pacific Islander,2006.0,29.0,191776.0,15.1
575,Digestive System,35-39,Male,Asian or Pacific Islander,2007.0,46.0,198759.0,23.1
576,Digestive System,35-39,Male,Asian or Pacific Islander,2008.0,25.0,204361.0,12.2
577,Digestive System,35-39,Male,Asian or Pacific Islander,2009.0,33.0,207936.0,15.9
578,Digestive System,35-39,Male,Asian or Pacific Islander,2010.0,26.0,209625.0,12.4
579,Digestive System,35-39,Male,Asian or Pacific Islander,2011.0,36.0,209790.0,17.2
580,Digestive System,40-44,Female,Asian or Pacific Islander,1999.0,54.0,177293.0,30.5
581,Digestive System,40-44,Female,Asian or Pacific Islander,2000.0,43.0,181833.0,23.6
582,Digestive System,40-44,Female,Asian or Pacific Islander,2001.0,40.0,186102.0,21.5
583,Digestive System,40-44,Female,Asian or Pacific Islander,2002.0,56.0,190550.0,29.4
584,Digestive System,40-44,Female,Asian or Pacific Islander,2003.0,41.0,196439.0,20.9
585,Digestive System,40-44,Female,Asian or Pacific Islander,2004.0,50.0,202020.0,24.8
586,Digestive System,40-44,Female,Asian or Pacific Islander,2005.0,53.0,204908.0,25.9
587,Digestive System,40-44,Female,Asian or Pacific Islander,2006.0,44.0,207961.0,21.2
588,Digestive System,40-44,Female,Asian or Pacific Islander,2007.0,49.0,210834.0,23.2
589,Digestive System,40-44,Female,Asian or Pacific Islander,2008.0,44.0,213833.0,20.6
590,Digestive System,40-44,Female,Asian or Pacific Islander,2009.0,69.0,217822.0,31.7
591,Digestive System,40-44,Female,Asian or Pacific Islander,2010.0,45.0,225189.0,20.0
592,Digestive System,40-44,Female,Asian or Pacific Islander,2011.0,56.0,233133.0,24.0
