,Leading Cancer Sites,Leading Cancer Sites Code,Age Group Code,Sex,Race,Year,Count,Population,Rate
1140,Lung and Bronchus,22030,70-74,Female,American Indian or Alaska Native,2010.0,89.0,36348.0,244.9
1141,Lung and Bronchus,22030,70-74,Female,American Indian or Alaska Native,2011.0,85.0,37687.0,225.5
1142,Lung and Bronchus,22030,70-74,Male,American Indian or Alaska Native,1999.0,67.0,16126.0,415.5
1143,Lung and Bronchus,22030,70-74,Male,American Indian or Alaska Native,2000.0,57.0,17893.0,318.6
1144,Lung and Bronchus,22030,70-74,Male,American Indian or Alaska Native,2001.0,63.0,18744.0,336.1
1145,Lung and Bronchus,22030,70-74,Male,American Indian or Alaska Native,2002.0,61.0,19644.0,310.5
1146,Lung and Bronchus,22030,70-74,Male,American Indian or Alaska Native,2003.0,68.0,20872.0,325.8
1147,Lung and Bronchus,22030,70-74,Male,American Indian or Alaska Native,2004.0,75.0,21858.0,343.1
1148,Lung and Bronchus,22030,70-74,Male,American Indian or Alaska Native,2005.0,94.0,22870.0,411.0
1149,Lung and Bronchus,22030,70-74,Male,American Indian or Alaska Native,2006.0,97.0,24077.0,402.9
1150,Lung and Bronchus,22030,70-74,Male,American Indian or Alaska Native,2007.0,100.0,25462.0,392.7
1151,Lung and Bronchus,22030,70-74,Male,American Indian or Alaska Native,2008.0,89.0,27066.0,328.8
1152,Lung and Bronchus,22030,70-74,Male,American Indian or Alaska Native,2009.0,93.0,28782.0,323.1
1153,Lung and Bronchus,22030,70-74,Male,American Indian or Alaska Native,2010.0,103.0,30626.0,336.3
1154,Lung and Bronchus,22030,70-74,Male,American Indian or Alaska Native,2011.0,109.0,32060.0,340.0
1155,Lung and Bronchus,22030,75-79,Female,American Indian or Alaska Native,1999.0,33.0,14971.0,220.4
1156,Lung and Bronchus,22030,75-79,Female,American Indian or Alaska Native,2000.0,39.0,16491.0,236.5
1157,Lung and Bronchus,22030,75-79,Female,American Indian or Alaska Native,2001.0,33.0,17136.0,192.6
1158,Lung and Bronchus,22030,75-79,Female,American Indian or Alaska Native,2002.0,47.0,17919.0,262.3
1159,Lung and Bronchus,22030,75-79,Female,American Indian or Alaska Native,2003.0,44.0,18932.0,232.4
1160,Lung and Bronchus,22030,75-79,Female,American Indian or Alaska Native,2004.0,50.0,19631.0,254.7
1161,Lung and Bronchus,22030,75-79,Female,American Indian or Alaska Native,2005.0,72.0,20441.0,352.2
1162,Lung and Bronchus,22030,75-79,Female,American Indian or Alaska Native,2006.0,51.0,21031.0,242.5
1163,Lung and Bronchus,22030,75-79,Female,American Indian or Alaska Native,2007.0,67.0,21947.0,305.3
1164,Lung and Bronchus,22030,75-79,Female,American Indian or Alaska Native,2008.0,62.0,22891.0,270.8
1165,Lung and Bronchus,22030,75-79,Female,American Indian or Alaska Native,2009.0,68.0,23836.0,285.3
1166,Lung and Bronchus,22030,75-79,Female,American Indian or Alaska Native,2010.0,65.0,25007.0,259.9
1167,Lung and Bronchus,22030,75-79,Female,American Indian or Alaska Native,2011.0,75.0,25929.0,289.3
1168,Lung and Bronchus,22030,75-79,Male,American Indian or Alaska Native,1999.0,37.0,10048.0,368.2
1169,Lung and Bronchus,22030,75-79,Male,American Indian or Alaska Native,2000.0,41.0,11631.0,352.5
1170,Lung and Bronchus,22030,75-79,Male,American Indian or Alaska Native,2001.0,51.0,12246.0,416.5
1171,Lung and Bronchus,22030,75-79,Male,American Indian or Alaska Native,2002.0,59.0,12740.0,463.1
1172,Lung and Bronchus,22030,75-79,Male,American Indian or Alaska Native,2003.0,57.0,13585.0,419.6
1173,Lung and Bronchus,22030,75-79,Male,American Indian or Alaska Native,2004.0,60.0,14154.0,423.9
1174,Lung and Bronchus,22030,75-79,Male,American Indian or Alaska Native,2005.0,57.0,14927.0,381.9
1175,Lung and Bronchus,22030,75-79,Male,American Indian or Alaska Native,2006.0,80.0,15588.0,513.2
1176,Lung and Bronchus,22030,75-79,Male,American Indian or Alaska Native,2007.0,65.0,16262.0,399.7
1177,Lung and Bronchus,22030,75-79,Male,American Indian or Alaska Native,2008.0,70.0,16990.0,412.0
1178,Lung and Bronchus,22030,75-79,Male,American Indian or Alaska Native,2009.0,67.0,17711.0,378.3
1179,Lung and Bronchus,22030,75-79,Male,American Indian or Alaska Native,2010.0,84.0,18588.0,451.9
1180,Lung and Bronchus,22030,75-79,Male,American Indian or Alaska Native,2011.0,65.0,19586.0,331.9
1181,Lung and Bronchus,22030,80-84,Female,American Indian or Alaska Native,1999.0,27.0,8872.0,304.3
1182,Lung and Bronchus,22030,80-84,Female,American Indian or Alaska Native,2000.0,16.0,10064.0,159.0
1183,Lung and Bronchus,22030,80-84,Female,American Indian or Alaska Native,2001.0,31.0,10680.0,290.3
1184,Lung and Bronchus,22030,80-84,Female,American Indian or Alaska Native,2002.0,25.0,11329.0,220.7
1185,Lung and Bronchus,22030,80-84,Female,American Indian or Alaska Native,2003.0,22.0,12160.0,180.9
1186,Lung and Bronchus,22030,80-84,Female,American Indian or Alaska Native,2004.0,40.0,12812.0,312.2
1187,Lung and Bronchus,22030,80-84,Female,American Indian or Alaska Native,2005.0,29.0,13362.0,217.0
1188,Lung and Bronchus,22030,80-84,Female,American Indian or Alaska Native,2006.0,36.0,13899.0,259.0
1189,Lung and Bronchus,22030,80-84,Female,American Indian or Alaska Native,2007.0,36.0,14477.0,248.7
1190,Lung and Bronchus,22030,80-84,Female,American Indian or Alaska Native,2008.0,50.0,15061.0,332.0
1191,Lung and Bronchus,22030,80-84,Female,American Indian or Alaska Native,2009.0,36.0,15652.0,230.0
1192,Lung and Bronchus,22030,80-84,Female,American Indian or Alaska Native,2010.0,40.0,16395.0,244.0
1193,Lung and Bronchus,22030,80-84,Female,American Indian or Alaska Native,2011.0,40.0,16897.0,236.7
1194,Lung and Bronchus,22030,80-84,Male,American Indian or Alaska Native,1999.0,30.0,5128.0,585.0
1195,Lung and Bronchus,22030,80-84,Male,American Indian or Alaska Native,2000.0,25.0,5968.0,418.9
1196,Lung and Bronchus,22030,80-84,Male,American Indian or Alaska Native,2001.0,30.0,6396.0,469.0
1197,Lung and Bronchus,22030,80-84,Male,American Indian or Alaska Native,2002.0,24.0,6962.0,344.7
1198,Lung and Bronchus,22030,80-84,Male,American Indian or Alaska Native,2003.0,33.0,7486.0,440.8
1199,Lung and Bronchus,22030,80-84,Male,American Indian or Alaska Native,2004.0,39.0,8014.0,486.6
1200,Lung and Bronchus,22030,80-84,Male,American Indian or Alaska Native,2005.0,35.0,8516.0,411.0
1201,Lung and Bronchus,22030,80-84,Male,American Indian or Alaska Native,2006.0,41.0,8890.0,461.2
1202,Lung and Bronchus,22030,80-84,Male,American Indian or Alaska Native,2007.0,38.0,9361.0,405.9
1203,Lung and Bronchus,22030,80-84,Male,American Indian or Alaska Native,2008.0,35.0,9841.0,355.7
1204,Lung and Bronchus,22030,80-84,Male,American Indian or Alaska Native,2009.0,26.0,10361.0,250.9
1205,Lung and Bronchus,22030,80-84,Male,American Indian or Alaska Native,2010.0,43.0,10991.0,391.2
1206,Lung and Bronchus,22030,80-84,Male,American Indian or Alaska Native,2011.0,40.0,11352.0,352.4
1207,Lung and Bronchus,22030,85+,Female,American Indian or Alaska Native,2000.0,17.0,9231.0,184.2
1208,Lung and Bronchus,22030,85+,Female,American Indian or Alaska Native,2001.0,21.0,9440.0,222.5
1209,Lung and Bronchus,22030,85+,Female,American Indian or Alaska Native,2002.0,22.0,9614.0,228.8
1210,Lung and Bronchus,22030,85+,Female,American Indian or Alaska Native,2003.0,22.0,10075.0,218.4
1211,Lung and Bronchus,22030,85+,Female,American Indian or Alaska Native,2004.0,17.0,10392.0,163.6
1212,Lung and Bronchus,22030,85+,Female,American Indian or Alaska Native,2005.0,21.0,10967.0,191.5
1213,Lung and Bronchus,22030,85+,Female,American Indian or Alaska Native,2006.0,20.0,11526.0,173.5
1214,Lung and Bronchus,22030,85+,Female,American Indian or Alaska Native,2007.0,31.0,12059.0,257.1
1215,Lung and Bronchus,22030,85+,Female,American Indian or Alaska Native,2008.0,27.0,12677.0,213.0
1216,Lung and Bronchus,22030,85+,Female,American Indian or Alaska Native,2009.0,25.0,13435.0,186.1
1217,Lung and Bronchus,22030,85+,Female,American Indian or Alaska Native,2010.0,26.0,14265.0,182.3
1218,Lung and Bronchus,22030,85+,Female,American Indian or Alaska Native,2011.0,37.0,15113.0,244.8
1219,Lung and Bronchus,22030,85+,Male,American Indian or Alaska Native,2003.0,18.0,4700.0,383.0
1220,Lung and Bronchus,22030,85+,Male,American Indian or Alaska Native,2006.0,18.0,5505.0,327.0
1221,Lung and Bronchus,22030,85+,Male,American Indian or Alaska Native,2007.0,26.0,5916.0,439.5
1222,Lung and Bronchus,22030,85+,Male,American Indian or Alaska Native,2008.0,25.0,6295.0,397.1
1223,Lung and Bronchus,22030,85+,Male,American Indian or Alaska Native,2009.0,20.0,6834.0,292.7
1224,Lung and Bronchus,22030,85+,Male,American Indian or Alaska Native,2010.0,32.0,7413.0,431.7
1225,Lung and Bronchus,22030,85+,Male,American Indian or Alaska Native,2011.0,24.0,7948.0,302.0
1226,Melanoma of the Skin,25010,55-59,Male,American Indian or Alaska Native,2006.0,16.0,80263.0,19.9
1227,Non-Hodgkin Lymphoma,33041-33042,50-54,Male,American Indian or Alaska Native,2007.0,16.0,107547.0,14.9
1228,Non-Hodgkin Lymphoma,33041-33042,50-54,Male,American Indian or Alaska Native,2008.0,22.0,113710.0,19.3
1229,Non-Hodgkin Lymphoma,33041-33042,50-54,Male,American Indian or Alaska Native,2010.0,18.0,124564.0,14.5
1230,Non-Hodgkin Lymphoma,33041-33042,55-59,Female,American Indian or Alaska Native,2007.0,19.0,88766.0,21.4
1231,Non-Hodgkin Lymphoma,33041-33042,55-59,Female,American Indian or Alaska Native,2010.0,18.0,103253.0,17.4
1232,Non-Hodgkin Lymphoma,33041-33042,55-59,Female,American Indian or Alaska Native,2011.0,17.0,107183.0,15.9
1233,Non-Hodgkin Lymphoma,33041-33042,55-59,Male,American Indian or Alaska Native,2003.0,19.0,63727.0,29.8
1234,Non-Hodgkin Lymphoma,33041-33042,55-59,Male,American Indian or Alaska Native,2004.0,18.0,69190.0,26.0
1235,Non-Hodgkin Lymphoma,33041-33042,55-59,Male,American Indian or Alaska Native,2006.0,22.0,80263.0,27.4
1236,Non-Hodgkin Lymphoma,33041-33042,55-59,Male,American Indian or Alaska Native,2007.0,16.0,82836.0,19.3
1237,Non-Hodgkin Lymphoma,33041-33042,55-59,Male,American Indian or Alaska Native,2011.0,18.0,99769.0,18.0
1238,Non-Hodgkin Lymphoma,33041-33042,60-64,Female,American Indian or Alaska Native,2004.0,17.0,50693.0,33.5
1239,Non-Hodgkin Lymphoma,33041-33042,60-64,Female,American Indian or Alaska Native,2005.0,16.0,53709.0,29.8
1240,Non-Hodgkin Lymphoma,33041-33042,60-64,Female,American Indian or Alaska Native,2009.0,16.0,72281.0,22.1
1241,Non-Hodgkin Lymphoma,33041-33042,60-64,Male,American Indian or Alaska Native,2001.0,18.0,37923.0,47.5
1242,Non-Hodgkin Lymphoma,33041-33042,60-64,Male,American Indian or Alaska Native,2005.0,21.0,49668.0,42.3
1243,Non-Hodgkin Lymphoma,33041-33042,60-64,Male,American Indian or Alaska Native,2008.0,21.0,62748.0,33.5
1244,Non-Hodgkin Lymphoma,33041-33042,60-64,Male,American Indian or Alaska Native,2009.0,17.0,67586.0,25.2
1245,Non-Hodgkin Lymphoma,33041-33042,60-64,Male,American Indian or Alaska Native,2010.0,25.0,73076.0,34.2
1246,Non-Hodgkin Lymphoma,33041-33042,60-64,Male,American Indian or Alaska Native,2011.0,31.0,76806.0,40.4
1247,Non-Hodgkin Lymphoma,33041-33042,65-69,Female,American Indian or Alaska Native,2003.0,21.0,34900.0,60.2
1248,Non-Hodgkin Lymphoma,33041-33042,65-69,Female,American Indian or Alaska Native,2004.0,17.0,36994.0,46.0
1249,Non-Hodgkin Lymphoma,33041-33042,65-69,Female,American Indian or Alaska Native,2007.0,16.0,43019.0,37.2
1250,Non-Hodgkin Lymphoma,33041-33042,65-69,Female,American Indian or Alaska Native,2008.0,17.0,46097.0,36.9
1251,Non-Hodgkin Lymphoma,33041-33042,65-69,Female,American Indian or Alaska Native,2009.0,20.0,49129.0,40.7
1252,Non-Hodgkin Lymphoma,33041-33042,65-69,Female,American Indian or Alaska Native,2010.0,24.0,52185.0,46.0
1253,Non-Hodgkin Lymphoma,33041-33042,65-69,Female,American Indian or Alaska Native,2011.0,20.0,54210.0,36.9
1254,Non-Hodgkin Lymphoma,33041-33042,65-69,Male,American Indian or Alaska Native,2003.0,17.0,30752.0,55.3
1255,Non-Hodgkin Lymphoma,33041-33042,65-69,Male,American Indian or Alaska Native,2005.0,20.0,34915.0,57.3
1256,Non-Hodgkin Lymphoma,33041-33042,65-69,Male,American Indian or Alaska Native,2007.0,17.0,38979.0,43.6
1257,Non-Hodgkin Lymphoma,33041-33042,65-69,Male,American Indian or Alaska Native,2009.0,19.0,44370.0,42.8
1258,Non-Hodgkin Lymphoma,33041-33042,65-69,Male,American Indian or Alaska Native,2010.0,17.0,46805.0,36.3
1259,Non-Hodgkin Lymphoma,33041-33042,65-69,Male,American Indian or Alaska Native,2011.0,31.0,48508.0,63.9
1260,Non-Hodgkin Lymphoma,33041-33042,70-74,Female,American Indian or Alaska Native,2002.0,19.0,24475.0,77.6
1261,Non-Hodgkin Lymphoma,33041-33042,70-74,Female,American Indian or Alaska Native,2005.0,16.0,28479.0,56.2
1262,Non-Hodgkin Lymphoma,33041-33042,70-74,Female,American Indian or Alaska Native,2006.0,18.0,29900.0,60.2
1263,Non-Hodgkin Lymphoma,33041-33042,70-74,Female,American Indian or Alaska Native,2008.0,21.0,32751.0,64.1
1264,Non-Hodgkin Lymphoma,33041-33042,70-74,Male,American Indian or Alaska Native,2009.0,21.0,28782.0,73.0
1265,Non-Hodgkin Lymphoma,33041-33042,70-74,Male,American Indian or Alaska Native,2010.0,18.0,30626.0,58.8
1266,Non-Hodgkin Lymphoma,33041-33042,75-79,Female,American Indian or Alaska Native,2003.0,16.0,18932.0,84.5
1267,Non-Hodgkin Lymphoma,33041-33042,75-79,Female,American Indian or Alaska Native,2006.0,16.0,21031.0,76.1
1268,Non-Hodgkin Lymphoma,33041-33042,75-79,Female,American Indian or Alaska Native,2011.0,21.0,25929.0,81.0
1269,Non-Hodgkin Lymphoma,33041-33042,75-79,Male,American Indian or Alaska Native,2010.0,17.0,18588.0,91.5
1270,Non-Hodgkin Lymphoma,33041-33042,80-84,Female,American Indian or Alaska Native,2005.0,16.0,13362.0,119.7
1271,Oral Cavity and Pharynx,20010-20100,50-54,Male,American Indian or Alaska Native,2003.0,22.0,86114.0,25.5
1272,Oral Cavity and Pharynx,20010-20100,50-54,Male,American Indian or Alaska Native,2004.0,20.0,91497.0,21.9
1273,Oral Cavity and Pharynx,20010-20100,50-54,Male,American Indian or Alaska Native,2005.0,20.0,96427.0,20.7
1274,Oral Cavity and Pharynx,20010-20100,50-54,Male,American Indian or Alaska Native,2006.0,18.0,101548.0,17.7
1275,Oral Cavity and Pharynx,20010-20100,50-54,Male,American Indian or Alaska Native,2007.0,24.0,107547.0,22.3
1276,Oral Cavity and Pharynx,20010-20100,50-54,Male,American Indian or Alaska Native,2008.0,18.0,113710.0,15.8
1277,Oral Cavity and Pharynx,20010-20100,50-54,Male,American Indian or Alaska Native,2009.0,25.0,119034.0,21.0
1278,Oral Cavity and Pharynx,20010-20100,50-54,Male,American Indian or Alaska Native,2010.0,21.0,124564.0,16.9
1279,Oral Cavity and Pharynx,20010-20100,50-54,Male,American Indian or Alaska Native,2011.0,18.0,126274.0,14.3
1280,Oral Cavity and Pharynx,20010-20100,55-59,Male,American Indian or Alaska Native,2002.0,19.0,57641.0,33.0
1281,Oral Cavity and Pharynx,20010-20100,55-59,Male,American Indian or Alaska Native,2004.0,20.0,69190.0,28.9
1282,Oral Cavity and Pharynx,20010-20100,55-59,Male,American Indian or Alaska Native,2005.0,17.0,74825.0,22.7
1283,Oral Cavity and Pharynx,20010-20100,55-59,Male,American Indian or Alaska Native,2006.0,21.0,80263.0,26.2
1284,Oral Cavity and Pharynx,20010-20100,55-59,Male,American Indian or Alaska Native,2008.0,23.0,86771.0,26.5
1285,Oral Cavity and Pharynx,20010-20100,55-59,Male,American Indian or Alaska Native,2009.0,24.0,91388.0,26.3
1286,Oral Cavity and Pharynx,20010-20100,55-59,Male,American Indian or Alaska Native,2010.0,19.0,96365.0,19.7
1287,Oral Cavity and Pharynx,20010-20100,55-59,Male,American Indian or Alaska Native,2011.0,38.0,99769.0,38.1
1288,Oral Cavity and Pharynx,20010-20100,60-64,Male,American Indian or Alaska Native,2003.0,16.0,44126.0,36.3
1289,Oral Cavity and Pharynx,20010-20100,60-64,Male,American Indian or Alaska Native,2006.0,19.0,52463.0,36.2
1290,Oral Cavity and Pharynx,20010-20100,60-64,Male,American Indian or Alaska Native,2007.0,17.0,58063.0,29.3
1291,Oral Cavity and Pharynx,20010-20100,60-64,Male,American Indian or Alaska Native,2008.0,26.0,62748.0,41.4
1292,Oral Cavity and Pharynx,20010-20100,60-64,Male,American Indian or Alaska Native,2009.0,22.0,67586.0,32.6
1293,Oral Cavity and Pharynx,20010-20100,60-64,Male,American Indian or Alaska Native,2010.0,24.0,73076.0,32.8
1294,Oral Cavity and Pharynx,20010-20100,60-64,Male,American Indian or Alaska Native,2011.0,25.0,76806.0,32.5
1295,Oral Cavity and Pharynx,20010-20100,65-69,Male,American Indian or Alaska Native,1999.0,18.0,22612.0,79.6
1296,Oral Cavity and Pharynx,20010-20100,65-69,Male,American Indian or Alaska Native,2003.0,16.0,30752.0,52.0
1297,Oral Cavity and Pharynx,20010-20100,65-69,Male,American Indian or Alaska Native,2011.0,18.0,48508.0,37.1
1298,Oral Cavity and Pharynx,20010-20100,70-74,Male,American Indian or Alaska Native,2010.0,16.0,30626.0,52.2
1299,Ovary,27040,45-49,Female,American Indian or Alaska Native,2005.0,16.0,123823.0,12.9
1300,Ovary,27040,45-49,Female,American Indian or Alaska Native,2007.0,16.0,132662.0,12.1
1301,Ovary,27040,45-49,Female,American Indian or Alaska Native,2009.0,19.0,141102.0,13.5
1302,Ovary,27040,50-54,Female,American Indian or Alaska Native,2006.0,20.0,108199.0,18.5
1303,Ovary,27040,50-54,Female,American Indian or Alaska Native,2009.0,20.0,125565.0,15.9
1304,Ovary,27040,50-54,Female,American Indian or Alaska Native,2011.0,20.0,132619.0,15.1
1305,Ovary,27040,55-59,Female,American Indian or Alaska Native,2006.0,22.0,85312.0,25.8
1306,Ovary,27040,55-59,Female,American Indian or Alaska Native,2008.0,18.0,93070.0,19.3
1307,Ovary,27040,55-59,Female,American Indian or Alaska Native,2010.0,16.0,103253.0,15.5
1308,Ovary,27040,55-59,Female,American Indian or Alaska Native,2011.0,18.0,107183.0,16.8
1309,Ovary,27040,60-64,Female,American Indian or Alaska Native,2004.0,19.0,50693.0,37.5
1310,Ovary,27040,60-64,Female,American Indian or Alaska Native,2008.0,20.0,67086.0,29.8
1311,Ovary,27040,60-64,Female,American Indian or Alaska Native,2009.0,18.0,72281.0,24.9
1312,Ovary,27040,60-64,Female,American Indian or Alaska Native,2010.0,20.0,77855.0,25.7
1313,Ovary,27040,60-64,Female,American Indian or Alaska Native,2011.0,16.0,82418.0,19.4
1314,Ovary,27040,65-69,Female,American Indian or Alaska Native,2008.0,17.0,46097.0,36.9
1315,Ovary,27040,65-69,Female,American Indian or Alaska Native,2011.0,17.0,54210.0,31.4
1316,Ovary,27040,70-74,Female,American Indian or Alaska Native,2008.0,16.0,32751.0,48.9
1317,Pancreas,21100,55-59,Male,American Indian or Alaska Native,2010.0,17.0,96365.0,17.6
1318,Pancreas,21100,60-64,Female,American Indian or Alaska Native,2004.0,16.0,50693.0,31.6
1319,Pancreas,21100,60-64,Female,American Indian or Alaska Native,2008.0,18.0,67086.0,26.8
1320,Pancreas,21100,60-64,Male,American Indian or Alaska Native,2009.0,16.0,67586.0,23.7
1321,Pancreas,21100,60-64,Male,American Indian or Alaska Native,2011.0,22.0,76806.0,28.6
1322,Pancreas,21100,65-69,Male,American Indian or Alaska Native,2008.0,22.0,41717.0,52.7
1323,Pancreas,21100,65-69,Male,American Indian or Alaska Native,2011.0,18.0,48508.0,37.1
1324,Pancreas,21100,70-74,Female,American Indian or Alaska Native,2004.0,16.0,27061.0,59.1
1325,Pancreas,21100,70-74,Male,American Indian or Alaska Native,2007.0,16.0,25462.0,62.8
1326,Pancreas,21100,75-79,Male,American Indian or Alaska Native,2011.0,19.0,19586.0,97.0
1327,Pancreas,21100,80-84,Female,American Indian or Alaska Native,2006.0,23.0,13899.0,165.5
1328,Prostate,28010,45-49,Male,American Indian or Alaska Native,2002.0,19.0,98874.0,19.2
1329,Prostate,28010,45-49,Male,American Indian or Alaska Native,2004.0,20.0,112468.0,17.8
1330,Prostate,28010,45-49,Male,American Indian or Alaska Native,2005.0,25.0,117702.0,21.2
1331,Prostate,28010,45-49,Male,American Indian or Alaska Native,2006.0,19.0,122889.0,15.5
1332,Prostate,28010,45-49,Male,American Indian or Alaska Native,2007.0,19.0,127699.0,14.9
1333,Prostate,28010,45-49,Male,American Indian or Alaska Native,2009.0,21.0,137820.0,15.2
1334,Prostate,28010,45-49,Male,American Indian or Alaska Native,2010.0,20.0,140794.0,14.2
1335,Prostate,28010,45-49,Male,American Indian or Alaska Native,2011.0,21.0,138901.0,15.1
1336,Prostate,28010,50-54,Male,American Indian or Alaska Native,1999.0,31.0,62451.0,49.6
1337,Prostate,28010,50-54,Male,American Indian or Alaska Native,2000.0,45.0,70848.0,63.5
1338,Prostate,28010,50-54,Male,American Indian or Alaska Native,2001.0,43.0,76912.0,55.9
1339,Prostate,28010,50-54,Male,American Indian or Alaska Native,2002.0,42.0,80148.0,52.4
1340,Prostate,28010,50-54,Male,American Indian or Alaska Native,2003.0,49.0,86114.0,56.9
1341,Prostate,28010,50-54,Male,American Indian or Alaska Native,2004.0,48.0,91497.0,52.5
1342,Prostate,28010,50-54,Male,American Indian or Alaska Native,2005.0,54.0,96427.0,56.0
1343,Prostate,28010,50-54,Male,American Indian or Alaska Native,2006.0,68.0,101548.0,67.0
1344,Prostate,28010,50-54,Male,American Indian or Alaska Native,2007.0,62.0,107547.0,57.6
1345,Prostate,28010,50-54,Male,American Indian or Alaska Native,2008.0,76.0,113710.0,66.8
1346,Prostate,28010,50-54,Male,American Indian or Alaska Native,2009.0,58.0,119034.0,48.7
1347,Prostate,28010,50-54,Male,American Indian or Alaska Native,2010.0,63.0,124564.0,50.6
1348,Prostate,28010,50-54,Male,American Indian or Alaska Native,2011.0,69.0,126274.0,54.6
1349,Prostate,28010,55-59,Male,American Indian or Alaska Native,1999.0,65.0,43974.0,147.8
1350,Prostate,28010,55-59,Male,American Indian or Alaska Native,2000.0,77.0,48933.0,157.4
1351,Prostate,28010,55-59,Male,American Indian or Alaska Native,2001.0,81.0,51714.0,156.6
1352,Prostate,28010,55-59,Male,American Indian or Alaska Native,2002.0,91.0,57641.0,157.9
1353,Prostate,28010,55-59,Male,American Indian or Alaska Native,2003.0,81.0,63727.0,127.1
1354,Prostate,28010,55-59,Male,American Indian or Alaska Native,2004.0,104.0,69190.0,150.3
1355,Prostate,28010,55-59,Male,American Indian or Alaska Native,2005.0,98.0,74825.0,131.0
1356,Prostate,28010,55-59,Male,American Indian or Alaska Native,2006.0,113.0,80263.0,140.8
1357,Prostate,28010,55-59,Male,American Indian or Alaska Native,2007.0,118.0,82836.0,142.5
1358,Prostate,28010,55-59,Male,American Indian or Alaska Native,2008.0,100.0,86771.0,115.2
1359,Prostate,28010,55-59,Male,American Indian or Alaska Native,2009.0,123.0,91388.0,134.6
1360,Prostate,28010,55-59,Male,American Indian or Alaska Native,2010.0,110.0,96365.0,114.1
1361,Prostate,28010,55-59,Male,American Indian or Alaska Native,2011.0,115.0,99769.0,115.3
1362,Prostate,28010,60-64,Male,American Indian or Alaska Native,1999.0,101.0,32364.0,312.1
1363,Prostate,28010,60-64,Male,American Indian or Alaska Native,2000.0,87.0,35656.0,244.0
1364,Prostate,28010,60-64,Male,American Indian or Alaska Native,2001.0,122.0,37923.0,321.7
1365,Prostate,28010,60-64,Male,American Indian or Alaska Native,2002.0,114.0,40398.0,282.2
1366,Prostate,28010,60-64,Male,American Indian or Alaska Native,2003.0,133.0,44126.0,301.4
1367,Prostate,28010,60-64,Male,American Indian or Alaska Native,2004.0,125.0,47163.0,265.0
1368,Prostate,28010,60-64,Male,American Indian or Alaska Native,2005.0,139.0,49668.0,279.9
1369,Prostate,28010,60-64,Male,American Indian or Alaska Native,2006.0,135.0,52463.0,257.3
1370,Prostate,28010,60-64,Male,American Indian or Alaska Native,2007.0,141.0,58063.0,242.8
1371,Prostate,28010,60-64,Male,American Indian or Alaska Native,2008.0,146.0,62748.0,232.7
1372,Prostate,28010,60-64,Male,American Indian or Alaska Native,2009.0,178.0,67586.0,263.4
1373,Prostate,28010,60-64,Male,American Indian or Alaska Native,2010.0,171.0,73076.0,234.0
1374,Prostate,28010,60-64,Male,American Indian or Alaska Native,2011.0,134.0,76806.0,174.5
1375,Prostate,28010,65-69,Male,American Indian or Alaska Native,1999.0,108.0,22612.0,477.6
1376,Prostate,28010,65-69,Male,American Indian or Alaska Native,2000.0,108.0,24993.0,432.1
1377,Prostate,28010,65-69,Male,American Indian or Alaska Native,2001.0,127.0,26638.0,476.8
1378,Prostate,28010,65-69,Male,American Indian or Alaska Native,2002.0,145.0,28332.0,511.8
1379,Prostate,28010,65-69,Male,American Indian or Alaska Native,2003.0,158.0,30752.0,513.8
1380,Prostate,28010,65-69,Male,American Indian or Alaska Native,2004.0,147.0,32841.0,447.6
1381,Prostate,28010,65-69,Male,American Indian or Alaska Native,2005.0,144.0,34915.0,412.4
1382,Prostate,28010,65-69,Male,American Indian or Alaska Native,2006.0,140.0,36792.0,380.5
1383,Prostate,28010,65-69,Male,American Indian or Alaska Native,2007.0,177.0,38979.0,454.1
1384,Prostate,28010,65-69,Male,American Indian or Alaska Native,2008.0,160.0,41717.0,383.5
1385,Prostate,28010,65-69,Male,American Indian or Alaska Native,2009.0,165.0,44370.0,371.9
1386,Prostate,28010,65-69,Male,American Indian or Alaska Native,2010.0,207.0,46805.0,442.3
1387,Prostate,28010,65-69,Male,American Indian or Alaska Native,2011.0,174.0,48508.0,358.7
1388,Prostate,28010,70-74,Male,American Indian or Alaska Native,1999.0,107.0,16126.0,663.5
1389,Prostate,28010,70-74,Male,American Indian or Alaska Native,2000.0,96.0,17893.0,536.5
1390,Prostate,28010,70-74,Male,American Indian or Alaska Native,2001.0,109.0,18744.0,581.5
1391,Prostate,28010,70-74,Male,American Indian or Alaska Native,2002.0,121.0,19644.0,616.0
1392,Prostate,28010,70-74,Male,American Indian or Alaska Native,2003.0,124.0,20872.0,594.1
1393,Prostate,28010,70-74,Male,American Indian or Alaska Native,2004.0,124.0,21858.0,567.3
1394,Prostate,28010,70-74,Male,American Indian or Alaska Native,2005.0,115.0,22870.0,502.8
1395,Prostate,28010,70-74,Male,American Indian or Alaska Native,2006.0,122.0,24077.0,506.7
1396,Prostate,28010,70-74,Male,American Indian or Alaska Native,2007.0,145.0,25462.0,569.5
1397,Prostate,28010,70-74,Male,American Indian or Alaska Native,2008.0,145.0,27066.0,535.7
1398,Prostate,28010,70-74,Male,American Indian or Alaska Native,2009.0,136.0,28782.0,472.5
1399,Prostate,28010,70-74,Male,American Indian or Alaska Native,2010.0,122.0,30626.0,398.4
1400,Prostate,28010,70-74,Male,American Indian or Alaska Native,2011.0,109.0,32060.0,340.0
