"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Age Group"	"Age Group Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	"Year"	"Year Code"	Count	Population	Crude Rate
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	140	69872	200.4
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	172	75617	227.5
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	170	81586	208.4
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	188	87988	213.7
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	174	95379	182.4
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	191	104043	183.6
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	97	24099	402.5
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	108	27071	399.0
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	134	28213	475.0
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	112	30463	367.7
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	116	32841	353.2
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	124	35276	351.5
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	145	38441	377.2
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	158	41403	381.6
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	200	44908	445.4
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	219	48540	451.2
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	228	52077	437.8
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	222	55999	396.4
	"Lung and Bronchus"	"22030"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	231	60294	383.1
	"Myeloma"	"34000"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	19	566819	3.4
	"Myeloma"	"34000"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	16	572224	2.8
	"Myeloma"	"34000"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	18	364084	4.9
	"Myeloma"	"34000"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	17	485985	3.5
	"Myeloma"	"34000"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	21	553608	3.8
	"Myeloma"	"34000"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	22	590862	3.7
	"Myeloma"	"34000"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	16	590654	2.7
	"Myeloma"	"34000"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	17	415669	4.1
	"Myeloma"	"34000"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	19	436390	4.4
	"Myeloma"	"34000"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	18	456186	3.9
	"Myeloma"	"34000"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	19	494370	3.8
	"Myeloma"	"34000"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	23	512558	4.5
	"Myeloma"	"34000"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	19	515964	3.7
	"Myeloma"	"34000"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	18	248170	7.3
	"Myeloma"	"34000"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	19	333161	5.7
	"Myeloma"	"34000"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	17	367316	4.6
	"Myeloma"	"34000"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	22	404416	5.4
	"Myeloma"	"34000"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	25	476458	5.2
	"Myeloma"	"34000"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	33	495577	6.7
	"Myeloma"	"34000"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	35	513517	6.8
	"Myeloma"	"34000"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	31	526486	5.9
	"Myeloma"	"34000"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	16	220820	7.2
	"Myeloma"	"34000"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	25	255792	9.8
	"Myeloma"	"34000"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	17	286803	5.9
	"Myeloma"	"34000"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	21	312499	6.7
	"Myeloma"	"34000"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	16	340949	4.7
	"Myeloma"	"34000"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	20	379435	5.3
	"Myeloma"	"34000"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	35	395918	8.8
	"Myeloma"	"34000"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	21	411530	5.1
	"Myeloma"	"34000"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	25	427108	5.9
	"Myeloma"	"34000"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	36	441421	8.2
	"Myeloma"	"34000"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	21	202688	10.4
	"Myeloma"	"34000"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	18	240864	7.5
	"Myeloma"	"34000"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	20	258736	7.7
	"Myeloma"	"34000"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	19	275756	6.9
	"Myeloma"	"34000"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	21	321794	6.5
	"Myeloma"	"34000"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	21	352840	6.0
	"Myeloma"	"34000"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	20	384903	5.2
	"Myeloma"	"34000"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	41	421045	9.7
	"Myeloma"	"34000"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	27	441269	6.1
	"Myeloma"	"34000"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	21	179193	11.7
	"Myeloma"	"34000"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	16	194350	8.2
	"Myeloma"	"34000"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	20	211255	9.5
	"Myeloma"	"34000"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	30	224591	13.4
	"Myeloma"	"34000"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	28	236723	11.8
	"Myeloma"	"34000"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	31	251079	12.3
	"Myeloma"	"34000"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	28	271680	10.3
	"Myeloma"	"34000"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	32	294675	10.9
	"Myeloma"	"34000"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	38	318540	11.9
	"Myeloma"	"34000"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	32	346087	9.2
	"Myeloma"	"34000"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	39	360180	10.8
	"Myeloma"	"34000"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	17	155506	10.9
	"Myeloma"	"34000"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	20	164731	12.1
	"Myeloma"	"34000"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	17	179838	9.5
	"Myeloma"	"34000"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	25	202978	12.3
	"Myeloma"	"34000"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	23	214582	10.7
	"Myeloma"	"34000"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	22	226351	9.7
	"Myeloma"	"34000"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	17	240007	7.1
	"Myeloma"	"34000"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	29	253471	11.4
	"Myeloma"	"34000"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	31	269834	11.5
	"Myeloma"	"34000"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	32	286167	11.2
	"Myeloma"	"34000"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	25	298296	8.4
	"Myeloma"	"34000"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	20	120586	16.6
	"Myeloma"	"34000"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	17	128971	13.2
	"Myeloma"	"34000"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	22	134260	16.4
	"Myeloma"	"34000"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	27	146450	18.4
	"Myeloma"	"34000"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	24	160466	15.0
	"Myeloma"	"34000"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	34	171867	19.8
	"Myeloma"	"34000"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	22	183594	12.0
	"Myeloma"	"34000"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	27	194080	13.9
	"Myeloma"	"34000"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	33	204841	16.1
	"Myeloma"	"34000"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	38	215479	17.6
	"Myeloma"	"34000"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	31	227312	13.6
	"Myeloma"	"34000"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	28	238715	11.7
	"Myeloma"	"34000"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	44	248218	17.7
	"Myeloma"	"34000"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	25	136499	18.3
	"Myeloma"	"34000"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	23	140185	16.4
	"Myeloma"	"34000"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	21	147917	14.2
	"Myeloma"	"34000"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	36	158083	22.8
	"Myeloma"	"34000"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	19	164524	11.5
	"Myeloma"	"34000"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	26	170555	15.2
	"Myeloma"	"34000"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	31	177764	17.4
	"Myeloma"	"34000"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	27	185611	14.5
	"Myeloma"	"34000"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	25	193400	12.9
	"Myeloma"	"34000"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	25	202031	12.4
	"Myeloma"	"34000"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	35	212663	16.5
	"Myeloma"	"34000"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	39	220288	17.7
	"Myeloma"	"34000"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	24	93160	25.8
	"Myeloma"	"34000"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	23	99860	23.0
	"Myeloma"	"34000"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	24	102477	23.4
	"Myeloma"	"34000"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	24	108894	22.0
	"Myeloma"	"34000"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	21	116972	18.0
	"Myeloma"	"34000"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	23	123264	18.7
	"Myeloma"	"34000"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	31	130027	23.8
	"Myeloma"	"34000"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	20	138161	14.5
	"Myeloma"	"34000"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	30	146998	20.4
	"Myeloma"	"34000"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	39	156375	24.9
	"Myeloma"	"34000"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	43	166173	25.9
	"Myeloma"	"34000"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	39	176454	22.1
	"Myeloma"	"34000"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	45	183184	24.6
	"Myeloma"	"34000"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	20	95696	20.9
	"Myeloma"	"34000"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	25	108678	23.0
	"Myeloma"	"34000"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	22	117620	18.7
	"Myeloma"	"34000"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	16	124046	12.9
	"Myeloma"	"34000"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	23	131087	17.5
	"Myeloma"	"34000"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	21	136745	15.4
	"Myeloma"	"34000"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	27	141761	19.0
	"Myeloma"	"34000"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	26	147708	17.6
	"Myeloma"	"34000"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	31	152926	20.3
	"Myeloma"	"34000"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	29	157964	18.4
	"Myeloma"	"34000"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	32	162870	19.6
	"Myeloma"	"34000"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	22	67432	32.6
	"Myeloma"	"34000"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	19	72480	26.2
	"Myeloma"	"34000"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	18	78720	22.9
	"Myeloma"	"34000"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	24	83379	28.8
	"Myeloma"	"34000"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	21	86970	24.1
	"Myeloma"	"34000"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	20	91515	21.9
	"Myeloma"	"34000"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	36	95745	37.6
	"Myeloma"	"34000"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	22	99940	22.0
	"Myeloma"	"34000"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	28	104894	26.7
	"Myeloma"	"34000"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	31	110218	28.1
	"Myeloma"	"34000"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	41	116159	35.3
	"Myeloma"	"34000"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	29	122173	23.7
	"Myeloma"	"34000"	"80-84 years"	"80-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	18	50219	35.8
	"Myeloma"	"34000"	"80-84 years"	"80-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	18	79126	22.7
	"Myeloma"	"34000"	"80-84 years"	"80-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	21	84543	24.8
	"Myeloma"	"34000"	"80-84 years"	"80-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	28	90345	31.0
	"Myeloma"	"34000"	"80-84 years"	"80-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	23	95466	24.1
	"Myeloma"	"34000"	"80-84 years"	"80-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	23	101113	22.7
	"Myeloma"	"34000"	"80-84 years"	"80-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	20	106203	18.8
	"Myeloma"	"34000"	"80-84 years"	"80-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	21	112204	18.7
	"Myeloma"	"34000"	"80-84 years"	"80-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	23	116820	19.7
	"Myeloma"	"34000"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	16	55101	29.0
	"Myeloma"	"34000"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	25	58317	42.9
	"Myeloma"	"34000"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	18	60877	29.6
	"Myeloma"	"34000"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	22	63291	34.8
	"Myeloma"	"34000"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	23	65918	34.9
	"Myeloma"	"34000"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	19	68533	27.7
	"Myeloma"	"34000"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	34	72526	46.9
	"Myeloma"	"34000"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	24	76261	31.5
	"Myeloma"	"34000"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	23	95379	24.1
	"Myeloma"	"34000"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	17	41403	41.1
	"Myeloma"	"34000"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	17	44908	37.9
	"Myeloma"	"34000"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	23	52077	44.2
	"Myeloma"	"34000"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	16	60294	26.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	17	578429	2.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	18	446978	4.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	16	470976	3.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	19	563204	3.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	16	616382	2.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	16	632377	2.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	16	687531	2.3
	"Non-Hodgkin Lymphoma"	"33041-33042"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	16	560537	2.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	32	740719	4.3
	"Non-Hodgkin Lymphoma"	"33041-33042"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	22	748290	2.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	18	753654	2.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	16	757841	2.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	21	542187	3.9
