"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Age Group"	"Age Group Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	"Year"	"Year Code"	Count	Population	Crude Rate
	"Colon and Rectum"	"21041-21052"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	19	12812	148.3
	"Colon and Rectum"	"21041-21052"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	27	13362	202.1
	"Colon and Rectum"	"21041-21052"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	31	13899	223.0
	"Colon and Rectum"	"21041-21052"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	37	14477	255.6
	"Colon and Rectum"	"21041-21052"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	23	15061	152.7
	"Colon and Rectum"	"21041-21052"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	37	15652	236.4
	"Colon and Rectum"	"21041-21052"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	27	16395	164.7
	"Colon and Rectum"	"21041-21052"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	25	16897	148.0
	"Colon and Rectum"	"21041-21052"	"80-84 years"	"80-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"1999"	"1999"	30	5128	585.0
	"Colon and Rectum"	"21041-21052"	"80-84 years"	"80-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2000"	"2000"	24	5968	402.1
	"Colon and Rectum"	"21041-21052"	"80-84 years"	"80-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	21	6396	328.3
	"Colon and Rectum"	"21041-21052"	"80-84 years"	"80-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	19	6962	272.9
	"Colon and Rectum"	"21041-21052"	"80-84 years"	"80-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	31	7486	414.1
	"Colon and Rectum"	"21041-21052"	"80-84 years"	"80-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	25	8014	312.0
	"Colon and Rectum"	"21041-21052"	"80-84 years"	"80-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	18	8516	211.4
	"Colon and Rectum"	"21041-21052"	"80-84 years"	"80-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	30	8890	337.5
	"Colon and Rectum"	"21041-21052"	"80-84 years"	"80-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	27	9361	288.4
	"Colon and Rectum"	"21041-21052"	"80-84 years"	"80-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	28	9841	284.5
	"Colon and Rectum"	"21041-21052"	"80-84 years"	"80-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	22	10361	212.3
	"Colon and Rectum"	"21041-21052"	"80-84 years"	"80-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	23	10991	209.3
	"Colon and Rectum"	"21041-21052"	"80-84 years"	"80-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	19	11352	167.4
	"Colon and Rectum"	"21041-21052"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"1999"	"1999"	18	7957	226.2
	"Colon and Rectum"	"21041-21052"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	31	9440	328.4
	"Colon and Rectum"	"21041-21052"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	23	9614	239.2
	"Colon and Rectum"	"21041-21052"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	19	10075	188.6
	"Colon and Rectum"	"21041-21052"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	20	10392	192.5
	"Colon and Rectum"	"21041-21052"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	23	10967	209.7
	"Colon and Rectum"	"21041-21052"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	31	11526	269.0
	"Colon and Rectum"	"21041-21052"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	29	12059	240.5
	"Colon and Rectum"	"21041-21052"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	29	12677	228.8
	"Colon and Rectum"	"21041-21052"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	24	13435	178.6
	"Colon and Rectum"	"21041-21052"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	21	14265	147.2
	"Colon and Rectum"	"21041-21052"	"85+ years"	"85+"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	25	15113	165.4
	"Colon and Rectum"	"21041-21052"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"1999"	"1999"	17	3649	465.9
	"Colon and Rectum"	"21041-21052"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	16	4903	326.3
	"Colon and Rectum"	"21041-21052"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	20	6834	292.7
	"Colon and Rectum"	"21041-21052"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	18	7413	242.8
	"Colon and Rectum"	"21041-21052"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	18	7948	226.5
	"Corpus Uteri"	"27020"	"35-39 years"	"35-39"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	19	117490	16.2
	"Corpus Uteri"	"27020"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	18	120083	15.0
	"Corpus Uteri"	"27020"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	20	132927	15.0
	"Corpus Uteri"	"27020"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	19	135712	14.0
	"Corpus Uteri"	"27020"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	19	136672	13.9
	"Corpus Uteri"	"27020"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	22	136906	16.1
	"Corpus Uteri"	"27020"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	23	138821	16.6
	"Corpus Uteri"	"27020"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	23	138766	16.6
	"Corpus Uteri"	"27020"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	24	98370	24.4
	"Corpus Uteri"	"27020"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	21	118136	17.8
	"Corpus Uteri"	"27020"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	21	128628	16.3
	"Corpus Uteri"	"27020"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	17	132662	12.8
	"Corpus Uteri"	"27020"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	31	136615	22.7
	"Corpus Uteri"	"27020"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	26	141102	18.4
	"Corpus Uteri"	"27020"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	28	143086	19.6
	"Corpus Uteri"	"27020"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	25	140153	17.8
	"Corpus Uteri"	"27020"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2000"	"2000"	20	74535	26.8
	"Corpus Uteri"	"27020"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	19	80839	23.5
	"Corpus Uteri"	"27020"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	28	84890	33.0
	"Corpus Uteri"	"27020"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	23	91549	25.1
	"Corpus Uteri"	"27020"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	25	97398	25.7
	"Corpus Uteri"	"27020"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	17	102470	16.6
	"Corpus Uteri"	"27020"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	27	108199	25.0
	"Corpus Uteri"	"27020"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	22	114271	19.3
	"Corpus Uteri"	"27020"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	26	120070	21.7
	"Corpus Uteri"	"27020"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	41	125565	32.7
	"Corpus Uteri"	"27020"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	38	131143	29.0
	"Corpus Uteri"	"27020"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	35	132619	26.4
	"Corpus Uteri"	"27020"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"1999"	"1999"	20	47249	42.3
	"Corpus Uteri"	"27020"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	16	55565	28.8
	"Corpus Uteri"	"27020"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	23	61470	37.4
	"Corpus Uteri"	"27020"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	22	73618	29.9
	"Corpus Uteri"	"27020"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	39	79330	49.2
	"Corpus Uteri"	"27020"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	34	85312	39.9
	"Corpus Uteri"	"27020"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	25	88766	28.2
	"Corpus Uteri"	"27020"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	39	93070	41.9
	"Corpus Uteri"	"27020"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	43	98113	43.8
	"Corpus Uteri"	"27020"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	45	103253	43.6
	"Corpus Uteri"	"27020"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	42	107183	39.2
	"Corpus Uteri"	"27020"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"1999"	"1999"	16	35520	45.0
	"Corpus Uteri"	"27020"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	20	40882	48.9
	"Corpus Uteri"	"27020"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	20	47459	42.1
	"Corpus Uteri"	"27020"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	19	50693	37.5
	"Corpus Uteri"	"27020"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	25	53709	46.5
	"Corpus Uteri"	"27020"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	21	56589	37.1
	"Corpus Uteri"	"27020"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	37	62227	59.5
	"Corpus Uteri"	"27020"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	28	67086	41.7
	"Corpus Uteri"	"27020"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	39	72281	54.0
	"Corpus Uteri"	"27020"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	37	77855	47.5
	"Corpus Uteri"	"27020"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	39	82418	47.3
	"Corpus Uteri"	"27020"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2000"	"2000"	16	29351	54.5
	"Corpus Uteri"	"27020"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	18	34900	51.6
	"Corpus Uteri"	"27020"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	17	36994	46.0
	"Corpus Uteri"	"27020"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	19	38731	49.1
	"Corpus Uteri"	"27020"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	29	40658	71.3
	"Corpus Uteri"	"27020"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	22	43019	51.1
	"Corpus Uteri"	"27020"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	18	46097	39.0
	"Corpus Uteri"	"27020"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	29	49129	59.0
	"Corpus Uteri"	"27020"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	31	52185	59.4
	"Corpus Uteri"	"27020"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	27	54210	49.8
	"Corpus Uteri"	"27020"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	18	25981	69.3
	"Corpus Uteri"	"27020"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	16	28479	56.2
	"Corpus Uteri"	"27020"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	23	31150	73.8
	"Corpus Uteri"	"27020"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	18	32751	55.0
	"Corpus Uteri"	"27020"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	19	36348	52.3
	"Corpus Uteri"	"27020"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	16	37687	42.5
	"Kidney and Renal Pelvis"	"29020"	"40-44 years"	"40-44"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	17	138554	12.3
	"Kidney and Renal Pelvis"	"29020"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	16	123823	12.9
	"Kidney and Renal Pelvis"	"29020"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	20	136615	14.6
	"Kidney and Renal Pelvis"	"29020"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	18	143086	12.6
	"Kidney and Renal Pelvis"	"29020"	"45-49 years"	"45-49"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	16	92844	17.2
	"Kidney and Renal Pelvis"	"29020"	"45-49 years"	"45-49"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	21	106804	19.7
	"Kidney and Renal Pelvis"	"29020"	"45-49 years"	"45-49"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	17	112468	15.1
	"Kidney and Renal Pelvis"	"29020"	"45-49 years"	"45-49"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	20	117702	17.0
	"Kidney and Renal Pelvis"	"29020"	"45-49 years"	"45-49"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	26	122889	21.2
	"Kidney and Renal Pelvis"	"29020"	"45-49 years"	"45-49"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	28	127699	21.9
	"Kidney and Renal Pelvis"	"29020"	"45-49 years"	"45-49"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	27	132381	20.4
	"Kidney and Renal Pelvis"	"29020"	"45-49 years"	"45-49"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	30	137820	21.8
	"Kidney and Renal Pelvis"	"29020"	"45-49 years"	"45-49"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	24	140794	17.0
	"Kidney and Renal Pelvis"	"29020"	"45-49 years"	"45-49"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	27	138901	19.4
	"Kidney and Renal Pelvis"	"29020"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	27	108199	25.0
	"Kidney and Renal Pelvis"	"29020"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	19	114271	16.6
	"Kidney and Renal Pelvis"	"29020"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	19	120070	15.8
	"Kidney and Renal Pelvis"	"29020"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	28	125565	22.3
	"Kidney and Renal Pelvis"	"29020"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	28	131143	21.4
	"Kidney and Renal Pelvis"	"29020"	"50-54 years"	"50-54"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"1999"	"1999"	16	62451	25.6
	"Kidney and Renal Pelvis"	"29020"	"50-54 years"	"50-54"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	17	80148	21.2
	"Kidney and Renal Pelvis"	"29020"	"50-54 years"	"50-54"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	24	86114	27.9
	"Kidney and Renal Pelvis"	"29020"	"50-54 years"	"50-54"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	27	91497	29.5
	"Kidney and Renal Pelvis"	"29020"	"50-54 years"	"50-54"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	33	96427	34.2
	"Kidney and Renal Pelvis"	"29020"	"50-54 years"	"50-54"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	25	101548	24.6
	"Kidney and Renal Pelvis"	"29020"	"50-54 years"	"50-54"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	28	107547	26.0
	"Kidney and Renal Pelvis"	"29020"	"50-54 years"	"50-54"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	35	113710	30.8
	"Kidney and Renal Pelvis"	"29020"	"50-54 years"	"50-54"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	45	119034	37.8
	"Kidney and Renal Pelvis"	"29020"	"50-54 years"	"50-54"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	36	124564	28.9
	"Kidney and Renal Pelvis"	"29020"	"50-54 years"	"50-54"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	45	126274	35.6
	"Kidney and Renal Pelvis"	"29020"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	17	61470	27.7
	"Kidney and Renal Pelvis"	"29020"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	18	73618	24.5
	"Kidney and Renal Pelvis"	"29020"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	28	79330	35.3
	"Kidney and Renal Pelvis"	"29020"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	19	85312	22.3
	"Kidney and Renal Pelvis"	"29020"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	21	93070	22.6
	"Kidney and Renal Pelvis"	"29020"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	20	98113	20.4
	"Kidney and Renal Pelvis"	"29020"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	32	103253	31.0
	"Kidney and Renal Pelvis"	"29020"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	23	107183	21.5
	"Kidney and Renal Pelvis"	"29020"	"55-59 years"	"55-59"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"1999"	"1999"	17	43974	38.7
	"Kidney and Renal Pelvis"	"29020"	"55-59 years"	"55-59"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	24	57641	41.6
	"Kidney and Renal Pelvis"	"29020"	"55-59 years"	"55-59"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	30	63727	47.1
	"Kidney and Renal Pelvis"	"29020"	"55-59 years"	"55-59"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	36	69190	52.0
	"Kidney and Renal Pelvis"	"29020"	"55-59 years"	"55-59"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	24	74825	32.1
	"Kidney and Renal Pelvis"	"29020"	"55-59 years"	"55-59"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	25	80263	31.1
	"Kidney and Renal Pelvis"	"29020"	"55-59 years"	"55-59"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	34	82836	41.0
	"Kidney and Renal Pelvis"	"29020"	"55-59 years"	"55-59"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	44	86771	50.7
	"Kidney and Renal Pelvis"	"29020"	"55-59 years"	"55-59"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	29	91388	31.7
	"Kidney and Renal Pelvis"	"29020"	"55-59 years"	"55-59"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	27	96365	28.0
	"Kidney and Renal Pelvis"	"29020"	"55-59 years"	"55-59"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	38	99769	38.1
	"Kidney and Renal Pelvis"	"29020"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	20	40882	48.9
	"Kidney and Renal Pelvis"	"29020"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	22	47459	46.4
	"Kidney and Renal Pelvis"	"29020"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	18	53709	33.5
	"Kidney and Renal Pelvis"	"29020"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	16	56589	28.3
	"Kidney and Renal Pelvis"	"29020"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	21	62227	33.7
	"Kidney and Renal Pelvis"	"29020"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	23	67086	34.3
	"Kidney and Renal Pelvis"	"29020"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	25	72281	34.6
	"Kidney and Renal Pelvis"	"29020"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	24	77855	30.8
	"Kidney and Renal Pelvis"	"29020"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	38	82418	46.1
	"Kidney and Renal Pelvis"	"29020"	"60-64 years "	"60-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"1999"	"1999"	19	32364	58.7
	"Kidney and Renal Pelvis"	"29020"	"60-64 years "	"60-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2000"	"2000"	23	35656	64.5
	"Kidney and Renal Pelvis"	"29020"	"60-64 years "	"60-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	26	37923	68.6
	"Kidney and Renal Pelvis"	"29020"	"60-64 years "	"60-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	25	40398	61.9
	"Kidney and Renal Pelvis"	"29020"	"60-64 years "	"60-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	22	44126	49.9
	"Kidney and Renal Pelvis"	"29020"	"60-64 years "	"60-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	21	47163	44.5
